,job_title,company_name,company_page,location,job_type,skills
77,Mechanical Maintenance Engineer,Confidential -,,"Alexandria, Egypt",Full Time / On-site,"['2 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'AutoCAD', 'Maintenance', 'Manufacturing', 'Mechanical', 'Mechanical Engineering', 'Engineering']"
78,Data/Artificial Intelligence Sr. Consultant,Exco Egypt -,https://wuzzuf.net/jobs/careers/-104843,"Nasr City, Cairo, Egypt",Full Time / On-site,"['Manager', '10 - 16 Yrs of Exp', 'males_preferred', 'Strategy/Consulting', 'Engineering - Other', 'Artificial Intelligence', 'Computer Science', 'Software Development', 'Data Engineer']"
79,Senior Projects Sales Engineer,Terra Egypt -,https://wuzzuf.net/jobs/careers/Terra-Egypt-Egypt-11373,"Cairo, Egypt",Full Time / Hybrid,"['7 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Sales/Retail', 'Building Materials', 'Outdoor Sales', 'Sales Engineering', 'Lead Generation', 'Negotiation', 'Presentation Skills', 'Project Management']"
80,Big Data Consultant,Exco Egypt -,https://wuzzuf.net/jobs/careers/-104843,"Nasr City, Cairo, Egypt",Full Time / On-site,"['Manager', '10 - 16 Yrs of Exp', 'males_preferred', 'Analyst/Research', 'Strategy/Consulting', 'Big Data', 'Analysis', 'Data Management', 'Computer Engineering', 'Data Science']"
81,Planning Engineer-Remotely,Confidential -,,"Kuwait City, Kuwait",Full Time / Remote,"['4 - 6 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Other', 'Planning', 'Engineering', 'Project Management', 'Management']"
82,Software Engineering Manager,Nacita -,https://wuzzuf.net/jobs/careers/Nacita-Egypt-22041,"Giza, Egypt",Full Time / Hybrid,"['Manager', '7 - 15 Yrs of Exp', 'males_only', 'IT/Software Development', 'DevOps', 'Computer Science', 'Information Technology (IT)', 'Kubernetes', 'NodeJS', 'Software', 'Software Development', 'Engineering', 'computer']"
83,Senior Electrical Machines Process Engineer,LinkMisr -,https://wuzzuf.net/jobs/careers/linkmisr-6358,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['4 - 7 Yrs of Exp', 'males_only', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Manufacturing Process', 'Product Development', 'Lean manufacturing', 'Production Process', 'process automation', 'Maintenance Engineering']"
84,Electrical Engineer,Tabarak -,https://wuzzuf.net/jobs/careers/Tabarak-Egypt-93024,"Alexandria, Egypt",Full Time / On-site,"['5 - 10 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Communication', 'Electrical', 'Low Voltage', 'Electrical Engineering', 'Design', 'Engineering']"
85,Procurement Engineer,Magaz -,https://wuzzuf.net/jobs/careers/Magaz-Egypt-53412,"New Cairo, Cairo, Egypt",Full Time / On-site,"['4 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Construction', 'Engineering', 'Procurements', 'Procurement Management', 'Tendering', 'Engineering Services', 'Interior Finishing', 'fitouts']"
86,Electrical Maintenance Engineer,Confidential -,,"Gharbia, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Electrical', 'Maintenance', 'Electrical Engineering', 'Electrical power', 'electrical power engineering', 'Power Engineering']"
87,Senior Mechanical Machines Process Engineer,LinkMisr -,https://wuzzuf.net/jobs/careers/linkmisr-6358,"Sharqia, Egypt",Full Time / On-site,"['4 - 7 Yrs of Exp', 'males_only', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Maintenance', 'Engineering', 'Mechanical Engineering', 'Manufacturing Process']"
88,"BIM Section Head Engineer - ""Mechanical Infrastructure / Mechanical""",REDCON Construction Co. S.A.E -,https://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934,"Mahta Alraml, Alexandria, Egypt",Full Time / On-site,"['8 - 13 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Revit', 'Technical Office Engineering', 'BIM']"
89,Electrical Engineer,Confidential -,,"Alsadat City, Monufya, Egypt",Full Time / On-site,"['2 - 5 Yrs of Exp', 'males_only', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering - Oil & Gas/Energy', 'Electrical', 'Electrical Engineering', 'Electrical manufacturing', 'Engineering']"
90,Mechanical Technical Office Engineer,Teba United -,https://wuzzuf.net/jobs/careers/Teba-United-Egypt-37896,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Communication skills']"
91,Technical Office architecture engineering,Standzone -,https://wuzzuf.net/jobs/careers/Standzone-Egypt-99627,"New Cairo, Cairo, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'males_only', 'Engineering - Construction/Civil/Architecture', '3D', 'Architecture', 'Architecture Engineering', 'AutoCAD', 'Construction', 'Engineering', 'Revit', 'Site', 'Sketchup']"
92,Senior Site Architectural Engineer,Teba United -,https://wuzzuf.net/jobs/careers/Teba-United-Egypt-37896,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Engineering - Other', 'Architecture', 'AutoCAD', 'Civil', 'Site', 'Civil Engineering']"
93,Junior Operations Engineer - Network/Cloud,Link Datacenter -,https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208,"Giza, Egypt",Full Time / On-site,"['Entry Level', '0 - 1 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Communication', 'Operations', 'Project Management', 'SQL', 'Management', 'Communication skills']"
94,Software Engineer,R.D.T Sports Equipment Trading EST -,https://wuzzuf.net/jobs/careers/R.D.T Sports Equipment Trading EST-United Arab Emirates-110760,"Alexandria, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'ERP', 'Software', 'Software Development', 'Computer Science', 'Engineering', 'CSS', 'Information Technology (IT)', 'Programming']"
95,Electrical Design Engineer,Cosmos -,https://wuzzuf.net/jobs/careers/Cosmos-Egypt-10234,"Sheraton, Cairo, Egypt",Full Time / On-site,"['3 - 7 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'computer', 'Computer Skills', 'Design', 'Drafting', 'Engineering', 'English', 'Information Technology (IT)']"
96,Network Engineer,Talaat Moustafa Group -,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Cisco', 'CCNP', 'network', 'Information Technology (IT)', 'Engineering', 'DNS', 'Networking']"
97,Electro-mechanical maintenance engineer,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Maintenance', 'Mechanical', 'technical']"
98,Mechanical Engineer,perfection construction  -,https://wuzzuf.net/jobs/careers/perfection construction-Egypt-96180,"New Capital, Cairo, Egypt",Full Time / On-site,"['Manager', '15 - 20 Yrs of Exp', 'males_only', 'Engineering - Mechanical/Electrical', 'Engineering', 'Finance', 'Management', 'Operations', 'Leadership']"
99,Software Quality Assurance Engineer,Spark Systems -,https://wuzzuf.net/jobs/careers/Spark-Systems-Egypt-1607,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,"['Entry Level', '0 - 3 Yrs of Exp', 'IT/Software Development', 'Quality', 'Agile', 'Information Technology (IT)', 'Quality Assurance', 'Quality Control', 'Software', 'Software Testing', 'Testing', 'Computer Science']"
100,Data Scientist,Wakeb Data -,https://wuzzuf.net/jobs/careers/Wakeb-Data-Egypt-44210,"Mohandessin, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'data scientist', 'Python']"
101,Planning Engineer,Infracon -,https://wuzzuf.net/jobs/careers/Infracon-Egypt-39893,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['5 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Construction Engineering', 'Construction Field', 'Construction Management', 'Construction Project Management', 'Planning', 'Analysis', 'Civil Engineering', 'Communication', 'Construction']"
102,Quality Engineer - Sharqia,Confidential -,,"Belbes, Sharqia, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'Quality', 'Engineering - Mechanical/Electrical', 'Engineering', 'Quality Engineering', 'Quality Control', 'Quality Assurance', 'QA', 'QC', 'Mechanical Engineering', 'Mechanical']"
103,Data Scientist,BBI-Consultancy -,https://wuzzuf.net/jobs/careers/BBI-Consultancy-Egypt-1113,"Nasr City, Cairo, Egypt",Full Time / Hybrid,"['4+ Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Data Analytics', 'Data Science', 'Data', 'data scientist', 'Information Technology (IT)', 'Mathematics', 'Science', 'Python']"
104,Electrical Technical Office Engineer,Teba United -,https://wuzzuf.net/jobs/careers/Teba-United-Egypt-37896,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'AutoCAD', 'Communication skills']"
105,Technical Office Engineer - MEP,North point -,https://wuzzuf.net/jobs/careers/North-point-Egypt-40394,"Haram, Giza, Egypt",Full Time / On-site,"['Entry Level', '0 - 5 Yrs of Exp', 'females_only', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'AutoCAD', 'Design', 'technical', 'Microsoft Office', 'MEP Engineering']"
106,HVAC Design Engineer,Orient Egypt -,https://wuzzuf.net/jobs/careers/Orient-Egypt-Egypt-35895,"Dokki, Giza, Egypt",Full Time / On-site,"['3 - 6 Yrs of Exp', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Mechanical', 'Mechanical Engineering', 'Engineering', 'Design', 'Mechanical Design', 'Mechanical Design Engineering', 'HVAC']"
107,Telecommunication Design Engineer,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,"['5 - 10 Yrs of Exp', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'Communication Engineering', 'Communication', 'Electrical']"
108,Automation Technical Sales & Service Engineer,RMS -,https://wuzzuf.net/jobs/careers/RMS-Egypt-40748,"Mohandessin, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'engineer', 'Automation', 'Technical Sales', 'technical', 'Service Engineer', 'Service', 'Engineering', 'SCADA']"
109,Senior Mechanical Maintenance Engineer,El Nasr Automotive Manufacturing Company -,https://wuzzuf.net/jobs/careers/El-Nasr-Automotive-Manufacturing-Company-Egypt-55211,"Cairo, Egypt",Full Time / On-site,"['3 - 8 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Mechanical Maintenance', 'Maintenance', 'Maintenance Engineer', 'Mechanical', 'Engineering']"
110,RETAIL System Management & Contracts ENGINEER,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 2 Yrs of Exp', 'Engineering - Other', 'Engineering', 'English']"
111,IT System Engineer,Nahdet Misr Publishing Group -,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,"Mohandessin, Giza, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'computer', 'Information Technology (IT)', 'Microsoft', 'Science', 'MCSE']"
112,Architecture Technical Office Engineer,Safwa Urban Development  -,https://wuzzuf.net/jobs/careers/Safwa-Urban-Development-Egypt-35751,"New Cairo, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Other', 'AutoCAD', 'Architecture', 'Engineering', 'Real Estate', 'Technical Office']"
113,Testing or Maintenance Engineer (for KSA - Alfanar),alfanar -,https://wuzzuf.net/jobs/careers/Alfanar-Egypt-58564,"Cairo, Egypt",Full Time / On-site,"['3 - 10 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Testing', 'Substations', 'Maintenance Engineering', 'Electrical Engineering', 'Maintenance', 'Electrical', 'Communication skills']"
114,Industrial Design Engineer,ABC Display Systems -,https://wuzzuf.net/jobs/careers/ABC-Egypt-Egypt-23490,"Nozha, Cairo, Egypt",Full Time / On-site,"['Entry Level', '3 - 7 Yrs of Exp', 'Other', 'design engineer', 'Autodesk 3ds Max', 'SOLID']"
115,Mobile Maintenance Engineer /Technician,Etisal EG -,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,"New Cairo, Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'males_only', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'Engineering - Other', 'Data Driven', 'Maintenance', 'Engineering', 'Hardware', 'Computer Skills', 'Mechanical Engineering', 'Maintenance Engineering']"
116,Sales Engineer,Sanam Engineering Industries  -,https://wuzzuf.net/jobs/careers/Sanam Engineering Industries-Egypt-105908,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['3 - 6 Yrs of Exp', 'Marketing/PR/Advertising', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Communication', 'Selling', 'Sales Target', 'sales skills', 'Sales', 'Engineering', 'technical']"
117,Senior AI Engineer,Lumin -,https://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729,"Sheikh Zayed, Giza, Egypt",Full Time / Hybrid,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'AI', 'Artificial Intelligence', 'Computer Vision', 'Machine Learning', 'TensorFlow', 'Python', 'Computer Science', 'Programming', 'PyTorch']"
118,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen -,https://wuzzuf.net/jobs/careers/Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Egypt-63503,"Zamalek, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Analysis', 'BI', 'Computer Science', 'Data', 'analytical', 'Information Technology (IT)', 'Reporting']"
119,Civil Engineer,Misr Elhegaz Group -,https://wuzzuf.net/jobs/careers/Misr-Elhegaz-Group-Egypt-30751,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Project/Program Management', 'Civil', 'civil 3d', 'Civil Engineering', 'Communication', 'Site', 'Design']"
120,Architectural Technical office engineer,Darna Developments  -,https://wuzzuf.net/jobs/careers/Darna-Real-Estate-Investment-Egypt-28836,"Nasr City, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'Architecture', 'AutoCAD', 'Engineering', 'English', 'Microsoft Office', 'office', 'Real Estate']"
121,Sales Engineer ( Industry – food and beverage – water and wastewater),Petroconsult -,https://wuzzuf.net/jobs/careers/Mobility-Egypt-107892,"Maadi, Cairo, Egypt",Full Time / Hybrid,"['2 - 5 Yrs of Exp', 'Engineering - Other', 'Sales', 'Pumps', 'Mechanical', 'Engineering', 'Sales Target', 'sales skills']"
122,Electrical Maintenance Engineer,Marmonil Marble & Granite -,https://wuzzuf.net/jobs/careers/Marmonil-Marble---Granite-Egypt-8616,"New Cairo, Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Maintenance', 'Engineering', 'Microsoft Office', 'Communication Skills', 'Troubleshooting', 'Computer Skills', 'Electrical Engineering']"
123,Mechatronics Engineer,A-Medical -,https://wuzzuf.net/jobs/careers/A-Medical-Egypt-110386,"Cairo, Egypt",On-site / Part Time,"['5 - 7 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Mechatronics', 'English', 'Maintenance']"
124,Software Quality Control Engineer,Obeikan Digital Solutions -,https://wuzzuf.net/jobs/careers/Obeikan-Digital-Solutions-Egypt-78342,"Cairo, Egypt",Full Time / On-site,"['3 - 6 Yrs of Exp', 'IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Agile', 'Computer Science', 'Engineering', 'quality', 'Quality Assurance', 'Quality Control', 'Science']"
125,Senior Application Support Engineer,GPS -,https://wuzzuf.net/jobs/careers/elmoasserbooks-Egypt-37460,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['5 - 8 Yrs of Exp', 'IT/Software Development', 'Oracle', 'SAP', 'ERP', 'SQL', 'Implementation', 'Computer Science']"
126,Civil Site Engineer,Wates Group Ltd -,https://wuzzuf.net/jobs/careers/Wates Group Ltd-United Kingdom-110557,"London, United Kingdom",Full Time / Remote,"['1 - 4 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Civil Engineering', 'Construction', 'Architecture', 'Civil', 'Communication', 'Design', 'Engineering', 'Management', 'Site']"
127,Quality Assurance Manager,Confidential -,,"6th of October, Giza, Egypt",Full Time / On-site,"['Manager', '15 - 20 Yrs of Exp', 'Operations/Management', 'Quality', 'Quality Assurance', 'ISO', 'Data Analysis', 'Engineering', 'ISO 14001', 'ISO 9001', 'Management']"
128,Mechanical Engineer,Confidential -,,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'males_only', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Mechanical']"
129,IOT Process optimization consultant / 6 Months contract,Efada Technology -,https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,"6th of October, Giza, Egypt",Freelance / Project / Hybrid / Part Time,"['5 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Hospitality/Hotels/Food Services', 'IT/Software Development', 'Data Science', 'phd', 'operations reasearch', 'Customer Operations Performance Centre', 'Research', 'MBA', 'Software Engineering']"
